id,word,words,letter,pos_en,pos_ms,morph,definition_en,definition_ms,example_semai,example_en,example_ms
gc14a6fc7-de85-45e5-970b-4bac40109572,hator,hator,h,,kata kerja,,to arrange; to organize,atur; menyusun dengan cara tertentu,Wak Salwa kihator bor-bor bob ajeh ku rak buku.,Wak Salwa organized the books neatly on the bookshelf.,Wak Salwa mengatur buku-buku tersebut dengan kemas di rak buku.
g67de0f5d-6d3a-4f0f-a071-f89396db47b6,hawap,hawap,h,,kata nama,,type of oyster,sejenis tiram yang banyak didapati di kawasan lombong,Mong jeoi hawap ku lumbong.,The are many oysters found in abandoned tin mines.,Terdapat banyak tiram di lombong.
g2d6b7f4e-5a19-4bad-9a7a-e0c9e70d3c27,hayok,hayok,h,,kata sifat,,"lightweight; light, not heavy",ringan; tidak berat,"Bob ajeh hayok, biangkat ya englag teg pen pek ma.","That book is light, it can even be lifted with one hand.","Buku itu ringan, diangkat dengan sebelah tangan pun tidak mengapa."
g79344c91-1bfe-420f-b6bc-2be91b190759,,,h,,,,,,,,
g85c1443b-ab88-4c91-a035-d55414757f82,heg,heg / 1,h,,kata kerja,,to fly,terbang,Mong jeoi cep naihengheg ku rahuk.,There are many birds flying in the sky,Terdapat banyak burung berterbangan di langit.
ga873c5eb-9126-4422-b638-0904cf5ca6e2,heg,heg / 2,h,,kata kerja,,to be unable to listen because it is too noisy,tidak dapat mendengar kerana terlalu bising,"""Hiheg engrok radio, naipan-pasag,"" amek eng kikomplen ha engrok muzik ku tempat caknak kenduri de jiet cinek. ","""We were not able to listen to the words from the radio, they turned it on too loudly,"" my mother complained about the music at the wedding we went to earlier.","""Kami tak dapat mendengar kata dari radio, mereka memasang dengan sangat kuat,"" ibu saya komplain akan bunyi muzik di tempat kenduri yang kami pergi tadi."
gd00fc387-d2b4-4b22-9329-1333ee60c1ce,heg,heg / 3,h,,kata kerja,,to choke,"tercekik; tersangkut sesuatu (makanan, objek dll.) di kerongkong","""Eng ngheg ya jeag kak. Teros ngwes caknak eng ajeh,"" Bah Hali kicerite nu jik.","""I choked on a fish bone. I  straightaway stopped eating,"" Bah Hali told us.","""Saya tercekik oleh tulang ikan. Saya terus berhenti makan,"" Bah Hali bercerita paa kami."
g2f0e717f-ac40-4d2d-b03d-865196c6d4a4,hei,hei,h,,kata sifat,,"frequently used when calling one's spouse; sometimes used for people of all ages, regardless of age",panggilan yang sering digunakan oleh pasangan suami isteri; kadangkala digunakan juga bagi orang yang sebaya umur tidak kira lelaki atau perempuan dewasa,"""Hei, hei, bulehka hangeng eng nu kedei?"" Wak Ira kitanya nu igengsir.","""Dear, can you drive me to the store?"" Wak Ira asked her husband.","""Bang, bolehkah kamu menghantar saya ke kedai?"" Wak Ira bertanya kepada suaminya."
ga9e98e72-029a-4540-8e5e-ffd41d6fc93a,hej,hej,h,,kata seru,,hey; exclamation to express warning,hei; untuk untuk membuatkan orang lain berasa takut akan sesuatu atau seseorang,"""Hej! Haet belok ajeh? Iarik ya pukol 10 kelem lekat kaha-hol!"" tenek eng kiurok nu ikenon litau.","""Hey! Where are you going? It's 10pm, but you still want to go out!"" my sister said to her teenage son.","""Hei! Kamu hendak ke mana? Waktu sudah jam 10 malam, tapi masih hendak keluar!"" kakak saya berkata kepada anak terunanya."
g128bc8bb-e55c-4f8d-ae0b-8e47d3dc0f3a,hek,hek / 1,h,,kata sifat,,caught,terjerat; tersangkut; terperangkap (binatang terperangkap di dalam atau terkena jerat atau pancing),"Hamapen Bah Sandin kigei ku beg teu ju pegelap lei dui, tapi ikedek langsong pek hek ya nuikor pen kak.","Although Bah Sandin had been by the river from morning to evening, there was not a single fish caught on his fishing rod.","Walaupun Bah Sandin sudah berada di tepi sungai dari pagi hingga ke petang, tetapi tidak ada seekor pun ikan yang terjerant pada pancingnya."
g34cd3988-796e-40fd-9659-a0c87cd06bdd,hek,hek / 2,h,,kata ganti nama,,you; 2nd person singular pronoun ,awak; kamu; engkau; anda; kata ganti nama diri kedua tunggal,"""Hek haet belok?"" amek kitanya nu tenek kerdor eng.","""Where are you going?"" mother asked my older sister.","""Kamu hendak ke mana?"" ibu bertanya pada kakak saya."
g22ff0d15-b098-42be-bd5f-5f63f2edbb20,,,h,,,,,,,,
g9b6cb217-6680-4f44-bd7d-9f5f3d9b0ba7,,,h,,,,,,,,
gcaa8172f-7df2-4db2-8ec5-eff879360401,hel,hel,h,,kata nama,,gibbon; a great ape that has long hands and no tail,siamang; sejenis beruk besar yang mempunyai tangan yang pandang dan tidak berekor,"Hel adeh iengrok kuat, ju kernyak ya buleh hicerengai iengrok. Mase jik jiet nu zuu padehjeh, ku ipintu miknuj zu ajeh ya buleh jicerengai engrok hel.","The sound of gibbons is loud, from afar their sound can be heard. When we went to the zoo that day, we already heard the sound of the gibbons at the entrance.","Bunyi siamang adalah kuat, jadi kejauhan sudah boleh kedengaran bunyinya. Semasa kami pergi ke zoo tempoh hari, di pintu masuk zoo kami sudah mendengar bunyi siamang."
gfc65c3a9-4cdd-4b11-8a1e-8bc59b7d228d,helei,helei,h,,penjodoh bilangan,,"classifier for something thin and flat (sheet, layer, etc)","helai; benda yang tipis dan nipis (daun, kain, kertas dll)",Tik had nuhenglei taleh kertas.,There is only one piece of paper.,Hanya ada sehelai sahaja kertas.
gd53d8a8d-1a07-4872-a96a-7facc95ec4b4,,,h,,,,,,,,
g58f8f9b3-0ed7-41b8-a859-fc4c88b3b3d8,,,h,,,,,,,,
g4ab428d7-355f-48d2-b75f-c2576be3245d,hemberek,hemberek / 1,h,,kata keterangan,,very close; very soon; fast approaching,hampir dekat,"""Ya hemberek caknak Wak Tira,"" amik eng kipeingat ha jik.","""Wak Tira's wedding is coming very soon,"" my aunt reminded us.","""Kenduri perkahwinan Wak Tira sudah hampir,"" makcik saya memperingatkan kami."
g4ab428d7-355f-48d2-b75f-c2576be3245d,hemberek,hemberek / 1,h,,kata keterangan,,almost near; almost reached; very close,hampir dekat dengan tempat,"""Pelahat gek, ya hemberek nu simpang kampug de hiha-tuju. Amen halaju doh, halalu isimpang ajeh,"" Bah Kakyeng kiurok nu Bah Melan.","""Slow down a little bit, we have almost reached the intersection of the village we want to go to. If you drive fast, you will miss the intersection,"" Bah Kakyeng said to Bah Melan.","""Perlahan sedikit, kerana kita sudah hampir sampai ke simpang kampung yang kita mahu pergi. Jika kamu memandu dengan laju, kamu akan terlepas simpang tersebut,"" Bah Kakyeng berkata kepada Bah Melan."
g913b5624-313e-404c-8302-d770cefe4e95,hemberek,hemberek / 2,h,,kata sifat,,suitable; get what one deserves,padan muka,"""Hemberekkan! Amen higaleh nek hikenale,"" Wak Reni kiurok nu ikenon litau de bipet ya igensir medei bibakek kinyok rukok.","""You deserved it! Stubborn people will certainly get their just desserts,"" Wak Reni said to her son who was beaten by her husband for smoking.","""Padan muka! Orang yang degil memang mendapat balasan,"" Wak Reni berkata kepada anak terunanya yang dipukul oleh suaminya kerana kedapatan merokok."
ga5b092d3-fa25-4182-8bf3-cbb40d435e93,hemog,hemog,h,,kata nama,,woven hammock,buai rajut,Tenek eng kijol hemog.,My brother hung the hammock.,Abang saya menggantung buai rajut.
gcecc7424-b79a-49d9-bbab-3f23517bf454,hempang,hempang,h,,kata nama,,dam,empangan,Hempang ilei baha-beh ku Gupeg ya pek jadi medei mai kampug hik ku pajeh naiget.,The dam which was to be built in Gopeng was cancelled because the villagers there protested against it.,Empangan yang mahu dibina di Gopeng tak jadi kerana orang kampung di situ melarangnya.
g9efca97b-a67d-4b66-8f9f-21b57e3db7b6,hempog,hempog,h,,kata kerja,,to break into pieces,"hancur, pecah menjadi kecil-kecil",,,
g4cecaa2f-695a-4efe-8de7-705ecdc3f8e9,heng,heng,h,,kata seru,,woof; dog's barking sound,salak; bunyi anjing menyalak,"""Heng..heng..heng!"" tah ma kijel cok kelem jinek. ","""Woof..woof...woof!"" The dogs were barking last night.",Bunyi anjing menyalak malam tadi.
g77a50a53-8b51-447d-b49c-a938933c77a8,,,h,,,,,,,,
gc70e7ba4-9f82-4ab3-b5e8-a78151943fcf,,,h,,,,,,,,
gf7145b96-c61a-49ef-88cd-41230b7dca52,,,h,,,,,,,,
g2ce1fce7-f7ed-4eb4-ab68-5a7bc12ee156,hengyeu,hengyeu,h,,kata seru,,sound of sea wave,bunyi ombak,,,
g56bd8feb-71d4-4a05-8b15-8b738fec685e,,,h,,,,,,,,
g061a69e4-089a-4703-baa9-6766043c9b28,henpon,henpon,h,,kata nama,,mobile phone; cell phone; hand phone,telefon bimbit,"Hunen, ya jeoi maay naiguna henpon.","Nowadays, many people are using mobile phones.","Sekarang, sudah ramai orang yang menggunakan telefon bimbit."
g80afa16d-0f90-4079-86e3-726a34e323df,hentak,hentak,h,,kata kerja,,to stomp; to jolt,"hentak; menghentak sesuatu (kayu, kaki dll.) dengan kuat",Bah Mining kijap sambel kihentak ijog.,Bah Mining cried as he jolted his foot.,Bah Mining menangis sambil menghentak kakinya.
g4ee8c9a5-fadb-496c-a33d-69e0e28b8bd5,hentok,hentok,h,,kata sifat,,none; nothing; not any,tiada apa; tidak ada,"""Mahentok de mong ku padeg hik. Bor hartoj tarog ha entek kelem doh,"" Wak Melah kiurok nu igensir.","""There's nothing in our house. Let's pick some tapioca leaves for a side dish for dinner tonight,"" Wak Melah told her husband.","""Tiada apa yang ada di rumah kita. Baik kita memetik pucuk ubi bagi lauk kita malam nanti,"" Wak Melah berkata kepada suaminya."
g04301d02-9f05-4553-9ae6-095d1ee2f3d1,hep,hep,h,,,,wind; flatulence,kentut; angin yang dikeluarkan dari perut dari lubang dubur,Hep adeh ges de kijadi mase caknak hik bihadam ku kateh ket.,Wind is gas produced by food digested in the abdomen., Kentut adalah gas yang terhasil akibat makanan dihadam di dalam perut.
g04301d02-9f05-4553-9ae6-095d1ee2f3d1,hep,hep,h,,,,to pass wind ,terkentut; berkentut mengeluarkan angin ,"Apeka had manusia taleh de brenghep, tapi mong binatang juga de begei ajeh.","Not only do humans pass wind, but so do animals.","Bukan hanya manusia sahaja yang kentut, tetapi terdapat juga binatang yang sedemikian."
g157bfd0b-3545-444e-8a95-9d5de5354578,her,her / 1,h,,kata kerja,,to drag,"heret; seret; menyeret; menarik sesuatu di atas tanah, lantai dll",Bah Mali kipan her kerusi lei kijaga ianak buah de tengah kibukbet.,Bah Mali dragged the chair loudly until his nephew woke up from sleep.,Bah Mali menyeret kerusi dengan kuat sehingga anak buahnya terbangun dari tidur.
g6bc5aa67-f119-4a35-9d34-45d85bd70523,her,her / 2,h,,kata kerja,,to melt ,mencair ,Ais ajeh deras kiher amen hidek liu ku luar.,Ice melts quickly when placed outside.,Ais itu cepat mencair jika diletakkan di luar.
g58c0e631-b833-4cdc-8188-70b0c12e929f,heran,heran,h,,kata kerja,,to be surprised; to be startled; to be wondering,hairan; berasa pelik dan aneh kerana melihat atau mengalami sesuatu yang luarbiasa,"""Pek ngheran amen kek anen, mimang begei jijeh ikelaku,"" Wak Sunti ru Wak Era baiurok ha Wak Sila.","""I am not surprised at her, she naturally behaves like that,"" Wak Sunti and Wak Era talked about Wak Sila.","""Saya tidak hairan dengan dia, dia memang berkelakuan sebegitu,"" Wak Sunti dan Wak Era bercakap mengenai Wak Sila."
g5308ed0b-f309-4eaf-8a42-4b109942c426,hernir,hernir,h,,kata nama,,roar,"raungan, deraman",,,
g1d833e5a-750d-4231-982d-3bdf759c38db,,,h,,,,,,,,
gf374dc02-7aea-447f-8527-90892d6296c7,hihet,hihet,h,,kata kerja,,to creep; to drag oneself along the ground; to move slowly,mengesot; bergerak perlahan-lahan,Ajok eng kihihet pelahat taleh ha pek lalu kicecip.,My grandmother dragged herself slowly along the ground because she couldn't walk.,Nenek saya mengesot perlahan-lahan kerana tidak larat berjalan.
g7e349402-cd21-416e-aede-587ccb5b47ce,hik,hik / 1,h,,kata ganti nama,,"we; 1st person plural (more than two, including the hearer) pronoun",kita; kata ganti nama diri pertama jamak inklusif ; 1st person singular pronoun,"""Hik hunen hiha-beh ma?"" Bah Sudim kitanya ku itukeh.","""What should we do now?"" Bah Sudim asked his boss.","""Sekarang kita harus buat apa?"" Bah Sudim bertanya pada majikannya."
ga9c2d666-556c-43f4-887a-0fa049e807e4,hik,hik / 2,h,,kata nama,,blackhead,bintik hitam,Jeoi hik Bah Karim ku imoh.,There are many blackheads on Bah Karim's nose.,Ada banyak bintik hitam di hidung Bah Karim.
g4fe5333c-8396-4c1b-8041-4ffc993ebfcc,,,h,,,,,,,,
gae528633-fac1-4d2b-92bd-16cdf18b5cbc,himul,himul,h,,kata kerja,,to emerge; to appear; to float up,timbul; muncul atau naik ke atas dari dalam air; tidak tenggelam; naik ke permukaan (dari dalam air ke permukaan air),"""Jeoi kak naihimul dui adeh,"" Bah Pedam kipeder nu Bah Rujen.","""There are many fish emerging at the surface this evening,"" Bah Pedam told Bah Rujen.","""Banyak ikan timbul petang ini,"" Bah Pedam berkata kepada Bah Rujen."
g9b2b8fc6-c242-44f4-a94b-af7ac9e24236,hina,hina,h,,kata kerja,,to despise; to insult,menghina,"""Get hina kek, doh jeh kek lagi bejaye ju hik,"" Wak Sara kiurok nu ikekawat de selalo naihina ha Wak Mali de hajap.","""Don't despise him, he'll be more successful than we are,"" Wak Sara told her friends who always insulted Wak Mali who was poor.","""Jangan hina dia, nanti dia lebih berjaya dari kita,"" Wak Sara berkata kepada rakan-rakannya yang selalu menghina Wak Mali yang miskin."
g49ffd1ef-3cb6-4c8e-b5cf-973529357e6d,hinei,hinei,h,,kata nama,,"henna; a type of shrub, its dampened leaves can be used as a dye and to color nails and hair",inai; sejenis pokok renek yang daunnya apabila dilumat hancur boleh dijadikan pewarna dan selalunya digunakan untuk mewarna kuku dan rambut,"Hinei adeh biasa bipakei ya penganten ku mase arik jekneg, naihias ha teg ru jog enai. Tapi, mase ku arik biasa pen mai kerdor biasa naipakei hinei adeh.","Henna is usually worn by the bride and groom on their wedding day, to decorate their hands and feet. However, on regular days women also wear henna.","Inai biasanya dipakai oleh pengantin semasa hari perkahwinan, bagi menghias tangan dan kaki. Tapi, pada hari biasa pun orang perempuan biasa memakai inai."
g20fa1dc4-c49c-44a8-a30d-3987e26bf7d5,hingar,hingar,h,,kata sifat,,noisy; boisterous; frenetic,hingar-bingar; riuh-rendah; bising,Hingar deg mai atah ha jengoi sanget ku musem cuti sekulah adeh.,Our neighbour's house up there is very noisy because there are many kids on school holidays now.,Rumah orang di atas riuh-rendah kerana terdapat banyak kanak-kanak pada cuti sekolah sekarang.
g59438a11-e9c1-4a90-b878-96f953320e8f,hingge,hingge,h,,kata sendi nama,,until,sehingga,Hingge hunen pek jipanei Bah Karim ajeh booq ikenon.,Until now we do not know whose child Bah Karim is.,Sehingga sekarang kami tidak mengetahui Bah Karim itu anak siapa.
ge7b5e0ee-a3e1-46e5-97af-3626f8b24f45,hinhanj,hinhanj,h,,kata kerja,,to shout,berteriak,,,
gd16945e9-f727-4ad3-9982-6f1bd0b35459,hirau,hirau,h,,kata kerja,,to care about; to pay attention to,hirau; peduli,Ajok jik langsong pek kihirau ha jik bile jihol nu imadeg.,Our grandmother did not pay any attention to us when we came to her house.,Nenek kami langsung tidak menghiraukan kami yang ke rumahnya.
g3637b732-24f4-4034-80df-f9e8cdd01a06,hiri,hiri,h,,kata kerja,,to be jealous; to be envious,iri hati; cemburu,Wak Rita kihiri ha rantei mas de kilog ya Wak Masnah.,Wak Rita is envious of the gold chain worn by Wak Masnah.,Wak Rita mencemburui rantai emas yang dipakai oleh Wak Masnah.
ga17f3fe9-61f7-4121-9abd-361265c686f1,his,his,h,,kata kerja,,to blow one's nose,menghembus hingus keluar dari lubang hidung,"""His sih hek ajeh,"" Wak Diana kiurok ku ikenon.","""Blow your nose,"" Wak Diana told her son.","""Hembus hingus kamu itu,"" Wak Diana berkata kepada anaknya."
g56ab7ece-ba15-4fc8-a2d2-b2cdd65f35dd,hit,hit / 1,h,,kata keterangan,,on a level (of); to the extent (of) ,sampai; separas; pada takat,"""Koh hit anoh teu ajeh,"" apak kiurok nu Bah Adi.","""Pour the water only to this level,"" father told Bah Adi.","""Tuang air pada takat ini sahaja,"" bapa berkata kepada Bah Adi."
ga057ff05-8c8b-49e3-a258-97d0c2fccd66,hit,hit / 2,h,,kata sifat,,fat,gemuk,Bah Iwan makin arik makin gu hit iberog.,"Day by day, Bah Iwan was getting fatter.",Semakin hari bahan Bah Iwan semakin menggemuk.
g60f8b17e-d163-476e-ad11-692bd2e758ad,hod,hod,h,,kata kerja,,to want,mahu; hendak; ingin,"""Mase hek ha engrak doh, hahod hajadi ma?"" apak eng kitanya ku kenon eng.","""When you are grown up, what do you want to be?"" my father asked my daughter.","""Jika kamu dewasa nanti, kamu mahu menjadi apa?"" bapa bertanya kepada anak saya."
gfd74cf33-4420-4e9e-bb0e-7436fbf09379,,,h,,,,,,,,
g1205ec74-3fed-4d9b-8146-cd006267ce65,hoh,hoh,h,,kata kerja,,to chase,kejar; mengejar,Cok ajeh kihoh ha Bah Embi.,The dog was chasing Bah Embi.,Anjing tersebut mengejar Bah Embi.
gd15a803c-71d6-432b-9253-712c5c69ce42,hoj,hoj,h,,,,no rain; dry season; scorching hot weather,musim panas; musim kering; cuaca panas terik,"Ya seminggu hoj walah pek manik, abat pen senang kisot.","It is already dry season, no rain, for a week, so the laundry is easy to dry under the sun.","Sudah seminggu musim kering tidak hujan, jemuran pun senang untuk mengering."
gd15a803c-71d6-432b-9253-712c5c69ce42,hoj,hoj,h,,,,to stop (raining) ,berhenti (hujan) ,"Telas manik kihoj, baruleh buleh jisambong chet beneh lada.","After the rain stopped, only then could we continue to plant the pepper seeds.","Setelah hujan berhenti, barulah kami boleh menyambung menanam benih lada."
gc5f02c4b-438b-48c0-8422-896ecdf9608d,hok,hok / 1,h,,kata kerja,,to love,sayang; cinta; kasih akan seseorang atau sesuatu,Eng nghok ha amek ru apak eng.,I love my parents.,Saya menyayangi ibu dan bapa saya.
gc9682655-e5a1-4cf0-ba28-1b21d2a2a095,hok,hok / 2,h,,kata nama,,skin (of an animal); peel (of fruit),kulit binatang atau buah-buahan (bukan manusia),"""Telas engkecak, pej hok legos ajeh nu kateh tong sampah,"" amek kibesat nu Wak Hima ru ikekawat.","""After eating, dump the rambutan skin in the trash bin,"" mother told Wak Hima and her friends.","""Selepas makan, buang kulit rambutan tersebut ke dalam tong sampah,"" ibu berpesan kepada Wak Hima dan rakan-rakannya."
g69d0c2b8-2482-46ce-8f69-eee9f75ee117,hol,hol / 1,h,,kata kerja,,to come; to arrive,datang; tiba,Bah Ali kihol nu itempat kerjak selalojeh ku pukol 9 pegelap.,Bah Ali usually arrives at work at 9am.,Bah Ali selalunya sampai di tempat kerja pada jam 9 pagi.
g80fd70a4-70b2-4d56-b7f4-8d8582d5c047,hol,hol / 2,h,,kata nama,,container; a container for a storage,bekas; tempat menyimpan sesuatu benda ,"""Kot hol, eng ngha-dek sej,"" apak kisemanj.","""Get a container, father asked,"" I want to keep the meat.","""Ambil bekas, saya mahu simpan daging,"" ayah meminta."
g818745ea-6ef6-4346-b5db-705b0577418c,hol,hol / 3,h,,kata nama,,hole,lubang,Mong hol kenik ku belakang almari.,There is a rat hole at the back of the closet.,Terdapat lubang tikus di belakang almari.
gcf9e7f57-f351-4fc7-9acf-86f837f641fb,hol,hol / 4,h,,kata nama,,trace; mark; footprint,"kesan tapak kaki; jejak yang ditinggalkan (binatang, benda atau manusia)","Mase jik jisektet cep cinek, jibakek hol mergas ku darat.","While we were catapulting birds earlier, we saw a tiger's foot print in the forest.","Semasa kami melastik burung tadi, kami nampak tapak kaki harimau di hutan."
ge2488830-1fc6-4250-8cb5-dee3b5f70fd3,hol,hol / 5,h,,kata kerja,,to exit; to leave; to go out,keluar; tidak lagi berada di dalam,"""Eng nghol nok, gikdoh eng nglos nij,"" Wak Nani kipasal nu jik.","""I'm going out, I'll be back soon,"" Wak Nani told us.","""Saya keluar sebentar, nanti saya akan kembali lagi,"" Wak Nani memaklumkan kepada kami."
